file,fs,duration_s,channels,channel_index,rms_dbfs,peak_dbfs,crest_db,zcr,snr_db,spectral_centroid_hz
100d1m_011.wav,16000,1,6,5,-75.2785861669664,-64.2883987859116,10.9901873810548,0.623829983121068,1.85370082359674,7947.22134846869
100d1m_011.wav,16000,1,6,6,-79.862327403824,-72.2471989593476,7.61512844447638,0.68426167459465,0.654454165567219,7880.9665638538
100d1m_012.wav,16000,1,6,1,-39.9288521573613,-20.9272927167319,19.0015594406294,0.0780778476804256,17.3994168314896,7960.46481343429
100d1m_012.wav,16000,1,6,2,-39.6815326664417,-20.5464487742452,19.1350838921966,0.0795867219068078,17.9247959270886,7961.93916120972
100d1m_012.wav,16000,1,6,3,-39.6412271781871,-20.7550001325517,18.8862270456354,0.0805585392051558,18.2428871258154,7960.95695340488
100d1m_012.wav,16000,1,6,4,-39.1955627395746,-20.5775556888272,18.6180070507474,0.0826044703595724,18.3135511255302,7961.96652684611
100d1m_012.wav,16000,1,6,5,-76.9304144087699,-60.2059991327943,16.7244152759756,0.521303258145363,16.1259402259987,7785.44905987728
100d1m_012.wav,16000,1,6,6,-81.713262949772,-72.2471989593476,9.46606399042444,0.598537159224592,11.7217952831529,7807.73151872958
100d1m_013.wav,16000,1,6,1,-39.6305255014471,-23.6723578104694,15.9581676909777,0.0759296199682881,18.0028075847254,7943.04431028306
100d1m_013.wav,16000,1,6,2,-39.3005500000654,-22.9730710334597,16.3274789666057,0.0741394302081735,18.4493911925075,7945.360126217
100d1m_013.wav,16000,1,6,3,-39.25967634365,-23.0067300666428,16.2529462770072,0.0773361976369495,18.682015390689,7945.06099141861
100d1m_013.wav,16000,1,6,4,-38.8838848914,-23.0744419788425,15.8094429125575,0.077515216612961,18.5293395581989,7945.83539004056
100d1m_013.wav,16000,1,6,5,-88.7579166902784,-84.2883987858831,4.46951790439526,0.425630402536955,1.6067302956872,7739.78892764093
100d1m_013.wav,16000,1,6,6,-88.6930729067762,-84.2883987858831,4.40467412089309,0.447956626259526,1.48176295669128,7738.32795598237
100d1m_014.wav,16000,1,6,1,-41.6398803619649,-22.9358244513498,18.7040559106151,0.0779244028438443,20.7740935652701,7932.38352696768
100d1m_014.wav,16000,1,6,2,-41.3863719438363,-22.6004484030917,18.7859235407446,0.0751623957853818,21.4636680211978,7933.2547125514
